"TITLE","YEAR","HAS_ANNOTATION","DETECTED_METHODS","CONFIDENCE","VOI","BAYESIAN","SIMULATION","UNCERTAINTY"
"A philisophical staircase for information systems definition, design and development",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Training and developmental needs of managers of {SMEs}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Social acceptability of forest conditions and management practices: a problem analysis",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Quantifying the value of ownership of yield analysis technologies",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Determining information systems contribution to manufacturing agility for {SME}'s in dynamic business environments",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A social judgment analysis of information satisfaction and information source preferences among professionals: a hypothesis-generating exploratory study",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Indian {Management} {Research}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Institutional choice: {How} the {United} {States} research pharmaceutical industry snatched international victory from the jaws of domestic defeat",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Achieving business value from technology: a practical guide for today's executive",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Enterprise knowledge management: {The} data quality approach",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ESTABLISHING} {A} {LEADING} {KNOWLEDGE}-{BASED} {ORGANIZATION}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The impact of the {International} {Food} {Policy} {Research} {Institute}'s research program on rural finance policies for food security for the poor",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"11. {Citizen} suits {Chad} {Settle}, {Terrance} {M}. {Hurley} and",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information and {Command}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Financial reporting and its interpretation for management purposes in the agricultural environment",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{GIS}: {The} “two-thirds” {Information} {System}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Searching for the quantum organisation",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"On the economic efficiency of using law to increase research and development: {A} critique of various tax, antitrust, intellectual property, and tort law rules and policy proposals",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Measuring the {Effect} of {Job} {Service} {Referrals} and {Placements} in {Washington} and {Oregon}.",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An investigation of the business impact of automated underwriting systems on mortgage lenders",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Diagnostic and reduction techniques for assessing the relative information content of performance measures",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Introduction} to {Issues} {Underlying} {Patent} {Policy} for the {Emerging} {Genetic} {Information} and {Medical} {Treatment} {Industry}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Climate {Change} {Economics} and {Policy}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Transforming remote sensing data into information and applications",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Collecting information: {Optimizing} outcomes, screening options, or facilitating discrimination?",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Reaching prevention professionals: the {Mentor} portal {Cost}-benefit analysis of a drug misuse prevention portal",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An empirical examination of the influence of organizational constraints on information systems development",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Reaching prevention professionals: the {Mentor} portal",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Theoretical and methodological approaches to the study of information need in the context of the impact of new information and communications technologies on the communication of parliamentary information",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Stocking retail assortments under dynamic consumer substitution",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Share and share alike?: {The} value of pooling demand data across retail locations",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Tactical {Decision} {Aids} and {Situational} {Awareness} ({Les} aides a la prise de decisions tactiques et la connaissance de la situation des forces)",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The hidden minefields in the adoption of sales force automation technologies",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Development of simulation services to support military experimentation",2001,FALSE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"The {CDM} guidebook: {A} resource from {CDM} project developers in {Southern} {Africa}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Projects for shareholder value. {A} capital budgetting perspective",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{STATE} {OF} {THE} {ART} {SURVEY}: {MANAGING} {ENGINEERING} {KNOWLEDGE}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Consumer lifestyles approach: {A} paradigm for understanding the role of consumers in energy use and environmental impacts",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Addendum 1 {Composite} {Analysis} for the {Area} 5 {Radioactive} {Waste} {Management} {Site} at the {Nevada} {Test} {Site}, {Nye} {County}, {Nevada}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Bringing {Information} {Technology} to {Infrastructure}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Research on {Greenhouse}-{Gas}-{Induced} {Climate} {Change}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Towards an integrated information system for a public sector organisation in {Brunei} {Darussalam}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Introducing computers into education: a case study of the {Greek} situation.",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The shareholder-wealth and trading-volume effects of information-technology infrastructure investments",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The ethics of data privacy in an electronic marketplace: {A} multiple case study of the privacy policy notice and the incorporation of fair information practice principles",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Online tables of contents for books: {The} user's perspective",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Members' identification with multiple-identity organizations",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Targeting conservation activities: cost-effective wetlands restoration in the {Central} {Valley} of {California}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Explanation in information systems: {A} design rationale approach",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Blunkett slates liberals who seek to block jury reform",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Creating trust between local and global systems",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Environmental information acquisition: {A} national survey of higher education directors of institutional research",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Software engineering risk management: a method, improvement framework, and empirical evaluation",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The value of verifiable information in a controversial market: evidence from lab auctions of genetically modified food",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Brief} {History} of the {Future} of {Academic} {Libraries}: {Predictions} and {Speculations} from the {Literature} of the {Profession}, 1975 to 2000–part one, 1975 to 1989",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Designing a {Digital} {Opportunity} {Investment} {Trust}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
""" {Genetic} {Exceptionalism}"" and the {Paradigm} of {Risk} in {US} {Biomedicine}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The relationship between market research and business performance: a thesis presented in partial fulfilment of the requirements for the degree of {Doctor} of {Philosophy} in {Marketing} at {Massey} {University}, {New} {Zealand}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Estimating {Water} {Use} in the {United} {States}: {A} {New} {Paradigm} for the {National} {Water}-{Use} {Information} {Program}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Bringing the best of medical librarianship to the patient team",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Measuring {Electronic} {Information} {Services}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Heuristic planning for water quality management in {Thailand}: {Dealing} with data deficiencies and a difficult optimization setting",2001,FALSE,"optimization","high",FALSE,FALSE,FALSE,FALSE
"Malicious hackers: a framework for analysis and case study",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Operation {Allied} {Force}: {Reachback} and {Information} {Processes}",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The economic and technical context of telemedicine: {An} expanded analytic framework",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{PELICAN}-{Pricing} {Experiment} {Library} {Information} {Co}-operative {Network}",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Empirically testing the relationships between user involvement, information waste, and {MIS} success",2001,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Agricultural soil carbon sequestration: economic issues and research needs",2002,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{RFID} {Based} {Warehouse} {Management} of {Perishable} {Products}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"M-business organizational benefits and value: a qualitative study",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The welfare consequences of mergers with product repositioning",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Understanding behavioral antitrust",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Transformative and transactional mechanisms in action-based entrepreneurship education",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"11. {Conclusion}: principles and standards for benefit—cost analysis",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"How implementing {SCM} affect different manufacturing companies?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Electricity {Networks}: {Infrastructure} and {Operations}. {Too} complex for a resource?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Comment letter to respond to the {IAASB} invitation to comment on its exposure draft, reporting on audited financial statements: {Proposed} new and revised international standards on auditing ({ISAs})",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Impression {Management} and {Reputation} {Defense} in 19th {Century} {Credit} {Rating}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Weak signals for strategic intelligence: anticipation tool for managers",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An intelligent sensor management framework for pervasive surveillance",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"How do {Infomediaries} affect firms’ information strategies, and how do they impact buyer and social welfare?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Handbook} for {Clinicians}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The role of management as a user of accounting information: implications for standard setting",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information seeking by female apparel consumer educators in {Vanderbijlpark} during the fashion decision-making process",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Assessment} of {Adaptive} {Program} {Management} {Development} by the {United} {States} {Navy} in {Guam}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Strategic generation investment and equilibria in oligopolistic electricity markets",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Issues in {Energy} {Research} and {Application}: 2013 {Edition}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Enabler and inhibitor factors influencing competitive intelligence practices",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{ERP} systems in lean production: new insights from a review of lean and {ERP} literature",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Methods to {Improve} and {Expedite} {Convergence}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Shipping design for compliance and the performance contingencies for shipping firms",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Design exploration assessment methodology: testing the guidance of design processes",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Using an educational electronic documentation system to help nursing students accurately identify nursing diagnoses",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Project {Management} {Methodology} and {Tools} for {Oil} {Field} {Development}: from investor point of view",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Reexamining discrete approximations to continuous distributions",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost-effectiveness",2013,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Cybersecurity policy for the electricity sector: the first step to protecting our critical infrastructure from cyber threats",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"3. {Principles} and standards for benefit—cost analysis of public health preparedness and pandemic mitigation programs",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"2013 {Gilbert} {F}. {White} {Flood} {Policy} {Forum}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Research methods for organizational studies",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{IMI} {WP5} report 1: b: iv benefit-risk wave 1 case study report: {NATALIZUMAB}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The use of early economic evaluation to inform medical device decisions: an evaluation of the headroom method",2013,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Modeling cyber situational awareness through data fusion",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"From the ashes of bankruptcy: an assessment of the collaborative nature of the {City} of {Vallejo}'s participatory budgeting process",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Tools for climate change vulnerability assessments for watersheds",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Internet of things: converging technologies for smart environments and integrated ecosystems",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Climate {Information} as an {Object} of {Economic} {Research}: {State} and {Perspectives}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Prof. {William} {T}. {Scherer}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Optimal} {Method} for {Developing} {Global} {Supply} {Chain} {Management} {System}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Determinants of {WTP} for {Prosecco} wine: {A} latent class regression with attitudinal responses",2013,FALSE,"statistical","high",FALSE,FALSE,FALSE,FALSE
"390 {The} {Relationship} between {Power} {Bases} of {Sports} {Federations}’ {Presidents} with {Employees} {Job} {Performance} and {Job} {Satisfaction}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Strategy for {R}\&{D}: {Studies} in the {Microeconomics} of {Development}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Issues and challenges in reverse logistics",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Impact} of {Imprecision} in {HCV} {Viral} {Load} {Test} {Results} on {Clinicians}' {Therapeutic} {Management} {Decisions} and on the {Economic} {Value} of the {Test}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The place of geographic information and geoinformation technology in precision forestry and its complementary relation to adaptive forest management",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Managing resources on a multi-modal sensing device for energy-aware state estimation",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Integrating renewables in electricity markets: operational problems",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The impact of communication style similarity on customer’s perception of virtual advisory services: {A} similarity theory perspective",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{SOWFIA} {Project}-{Work} {Package} 2 {Final} {Report}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Adoption of {New} {Information} {Economics} to {Achieve} {Information} {System} {Success} in {IS} {Outsourcing} {Implementation}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Dosage: {A} guiding principle for health communicators",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Learning in {Non}-{Stationary} {Environments}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Facilitating meaningful collaboration in architectural design through the adoption of {BIM} ({Building} {Information} {Modelling})",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Linking {Information}, {Knowledge} and {Evolutionary} {Growth}: {A} multilevel interplay between natural selection and informed intervention",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The modularity of attention from an artificial intelligence perspective",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A real-time risk control and monitoring system for incident handling in wine storage",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Four {Essays} of {Environmental} {Risk}-{Mitigation}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modifying the {Activity} {Based} {Costing} {Depending} {Upon} the {Artificial} {Intelligence} and {ERP} {Tools}: {A} {Case} {Study}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The impact of agricultural activities on water quality: {A} case for collaborative catchment-scale management using integrated wireless sensor networks",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Key {Factors} {Affecting} the {B2B} {E}-{Commerce} {Evaluation} and {Outsourcing} {Practices} in {Australian} and {Taiwanese} {Hospitals}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Technology {Forecasting} ({TF}) using {Hybrid} {Tech} {Mining}, {TRIZ} {TF} for {Research} and {Development} {Planning}: {Forecast} for {Nonwovens} {Air} {Filtration} {Media}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Business intelligence: {The} effectiveness of strategic intelligence and its impact on the performance of {Organizations}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Bayesian analysis for partially observed network data, missing ties, attributes and actors",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"Enterprise performance measurement system: metric design framework and tools",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Utilization and value of public sector information for knowledge development: {The} case of {South} {Africa}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Information {Management} in the {Supply} {Chain}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Effects of time-inconsistent preferences on information technology infrastructure investments with growth options",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Quality assurance procedures within a forest monitoring program: a {Victorian} case study",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Confidence-based optimization for the {Newsvendor} problem",NA,FALSE,"optimization","high",FALSE,FALSE,FALSE,FALSE
"Differentiating foothold attacks from strategic feints",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Building a sustainable and desirable economy-in-society-in-nature: report to the {United} {Nations} for the 2012 {Rio}+ 20 {Conference}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Misinformation",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Total information risk management: maximizing the value of data and information assets",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The effects of {IS} resources, capabilities, and qualities on organizational performance: {An} integrated approach",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Nation equity: {Integrating} the multiple dimensions of country of origin effects",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Technological innovation, paradox and {ICTs}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The role of changing utility in product search",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Building climate resilience in coastal ecosystems in {India}: cases and trends in adaptation practices",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Drivers of information sharing and export performance in the {Jordanian} agri-food export supply chain: {A} qualitative study",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Effective {Health} {Care} {Program}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Strategic human resource management and supply chain orientation",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Pathology of {IT} {Projects} {Implementation} in {Iranian} {Organizations}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Towards a model of information behaviour of a information provider: a mixed methods study.",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"{CHAPTER} {III}. 6 {METADATA} {AND} {ONTOLOGIES} {FOR} {EMERGENCY} {MANAGEMENT}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"An {Australian} railway bridge management framework",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Success {Factors} for {Business} {Intelligence} and {Analytics} for {Decision} {Making}",NA,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Global problems, smart solutions: costs and benefits",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Proposing a taxonomy for performance measurement systems failures",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Development of an integrated framework for human health risk assessment of engineered nano-objects and their aggregates and agglomerates",2013,FALSE,"risk_analysis","high",FALSE,FALSE,FALSE,FALSE
"Pharmacoeconomics of {Pharmacogenetics} within the {Context} of {General} {Health} {Technology} {Assessments}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The value of diagnostic testing in personalized medicine",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Understanding the impact of business cases on {IT} investment decisions: {An} analysis of municipal e-government projects",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The relationship between the use of information systems and the performance of strategic decision-making processes. {An} empirical analysis.",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Cynefin} framework: {A} tool for analyzing qualitative data in information science?",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Protocol",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Wind farms: {GIS}-based visual impact assessment and visualization tools",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Modelling information flow for organisations: {A} review of approaches and future challenges",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Decision-analytic intelligent systems: automated explanation and knowledge acquisition",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Marrying research and management activities: adaptive management of {Grape} leafhopper {Scaphoideus} titanus",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic modelling of diagnostic and treatment pathways in {National} {Institute} for {Health} and {Care} {Excellence} clinical guidelines: the {Modelling} {Algorithm} {Pathways} in {Guidelines} ({MAPGuide}) project",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Economic appraisal of shale gas plays in {Continental} {Europe}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Consolidated health economic evaluation reporting standards ({CHEERS})—explanation and elaboration: a report of the {ISPOR} health economic evaluation publication guidelines good reporting practices task force",2013,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Doing the right thing willingly",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Trusting expert-versus user-generated ratings online: {The} role of information volume, valence, and consumer characteristics",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost–effectiveness of natalizumab in multiple sclerosis: an updated systematic review",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"The effect of environmental uncertainty, information quality, and collaborative logistics on supply chain flexibility of small manufacturing firms in {India}",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Methodological issues for the economic evaluation of health interventions: {A} concise state of the art",2013,FALSE,"economic_evaluation","high",FALSE,FALSE,FALSE,FALSE
"Technology regulation policy for business ethics: {An} example of {RFID} in supply chain management",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"What are climate services",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Dynamic decision making for graphical models applied to oil exploration",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"The {Use} of {Health} {Economic} {Methods} in the {Development} of {New} {Interventions} for {Systemic} {Lupus} {Erythematosus}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Effects of docosahexaenoic acid and methylmercury on child’s brain development due to consumption of fish by {Finnish} mother during pregnancy: a probabilistic modeling approach",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"The sciences of science communication",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Comparison of modeling approaches to prioritize chemicals based on estimates of exposure and exposure potential",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Review of economic evidence in the prevention and early detection of colorectal cancer",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Health technology assessment and comparative effectiveness research: a pharmaceutical industry perspective",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Estimating {Willingness}-{To}-{Pay} for {Reduction} in {Uncertainty} in {Water} {Quality} of {Contaminated} {Aquifers}",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Model-based adaptive spatial sampling for occurrence map construction",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Vendor-managed inventory: a review based on dimensions",2013,TRUE,"","none",FALSE,FALSE,FALSE,FALSE
"Protons in head-and-neck cancer: bridging the gap of evidence",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Incorporating long-term spatial and temporal effects in a state space model to evaluate land management alternatives for imperiled species conservation in {Alabama}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Impactful research on transformational information technology: {An} opportunity to inform new audiences",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Cost {Efficient} {Decrease} {Of} {Risks} {Due} {To} {Additional} {Geological} {Information}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Approximately optimal monitoring of plan preconditions",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Uncertainty, {Complexity} and {Fuzzy} {Logic}",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Scenario-based robust optimization of regional water and wastewater infrastructure",2013,FALSE,"optimization","high",FALSE,FALSE,FALSE,FALSE
"The global {Land}-{Potential} {Knowledge} {System} ({LandPKS}): {Supporting} evidence-based, site-specific land use and management through cloud computing, mobile applications, and crowdsourcing",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Valuing information, information services, and the library: possibilities and realities",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Bayesian} network approach to examining key success factors of mobile games",2013,FALSE,"bayesian","high",FALSE,TRUE,FALSE,FALSE
"The {Scottish} cardiovascular disease policy model",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Analytic approaches for informing research funding decisions: an exploration of their role and value using case studies of cancer clinical trials",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"A {Bayesian} approach to sensor placement optimization and system reliability monitoring",2013,FALSE,"bayesian; optimization","high",FALSE,TRUE,FALSE,FALSE
"Bayesian network for post-earthquake infrastructure risk assessment and decision",2013,FALSE,"bayesian; risk_analysis","high",FALSE,TRUE,FALSE,FALSE
"Comments on “behavioral” decision theory.”",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Choice {Under} {Uncertainty}: {Violations} of {Optimality} in {Decision} {Making}",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Optimizing {Patient} {Treatment} {Decisions} in an {Era} of {Rapid} {Technological} {Advances}: {Models} and {Insights}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Simulation-based {Analysis} of {Cell}-based {Regenerative} {Medicine} {Production}: {Focus} on {Efficiency} and {Cost}-effectiveness",2013,FALSE,"simulation","high",FALSE,FALSE,TRUE,FALSE
"An economic theory of the fourth hurdle",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
"Recovering from the {Global} {Financial} {Crisis}: achieving financial stability in times of uncertainty",2013,FALSE,"","none",FALSE,FALSE,FALSE,TRUE
"Aligning supply chain collaboration using {Analytic} {Hierarchy} {Process}",2013,FALSE,"","none",FALSE,FALSE,FALSE,FALSE
